Accession	Name	Description
ARO:3002928	vanRM	vanRM is a vanR variant found in the vanM gene cluster
ARO:3002929	vanRN	vanRN is a vanR variant found in the vanN gene cluster
ARO:3002930	vanRO	vanRO is a vanR variant found in the vanO gene cluster
ARO:3002931	vanSA	vanSA, also known as vanS, is a vanS variant found in the vanA gene cluster
ARO:3002932	vanSB	vanSB is a vanS variant found in the vanB gene cluster
ARO:3002933	vanSC	vanSC is a vanS variant found in the vanC gene cluster
ARO:3002934	vanSD	vanSD is a mutated vanS variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis
ARO:3002935	vanSE	vanSE is a vanS variant found in the vanE gene cluster
ARO:3002936	vanSF	vanSF is a vanS variant found in the vanF gene cluster
ARO:3002937	vanSG	vanSG is a vanS variant found in the vanG gene cluster
ARO:3002938	vanSL	vanSL is a vanS variant found in the vanL gene cluster
ARO:3002939	vanSM	vanSM is a vanS variant found in the vanM gene cluster
ARO:3002940	vanSN	vanSN is a vanS variant found in the vanN gene cluster
ARO:3002941	vanSO	vanSO is a vanS variant found in the vanO gene cluster
ARO:3002942	vanHA	vanHA, also known as vanH, is a vanH variant in the vanA gene cluster
ARO:3002943	vanHB	vanHB is a vanH variant in the vanB gene cluster
ARO:3002944	vanHD	vanHD is a vanH variant in the vanD gene cluster
ARO:3002945	vanHF	vanHF is a vanH variant in the vanF gene cluster
ARO:3002947	vanHM	vanHM is a vanH variant in the vanM gene cluster
ARO:3002948	vanHO	vanHO is a vanH variant in the vanO gene cluster
ARO:3002949	vanXA	vanXA, also known as vanX, is a vanX variant found in the vanA gene cluster
ARO:3002950	vanXB	vanXB is a vanX variant found in the vanB gene cluster
ARO:3002952	vanXF	vanXF is a vanX variant found in the vanF gene cluster
ARO:3002953	vanXM	vanXM is a vanX variant found in the vanM gene cluster
ARO:3002954	vanXO	vanXO is a vanX variant found in the vanO gene cluster
ARO:3002955	vanYA	vanYA, also known as vanY, is a vanY variant found in the vanA gene cluster
ARO:3002956	vanYB	vanYB is a vanY variant found in the vanB gene cluster
ARO:3002957	vanYD	vanYD is a vanY variant found in the vanD gene cluster
ARO:3002958	vanYF	vanYF is a vanY variant found in the vanF gene cluster
ARO:3002959	vanYG1	vanYG1 is a vanY variant found in the vanG gene cluster
ARO:3002961	vanYM	vanYM is a vanY variant found in the vanM gene cluster
ARO:3002962	vanZA	vanZA, also known as vanZ, is a vanZ variant found in the vanA gene cluster
ARO:3002963	vanZF	vanZF is a vanZ variant found in the vanF gene cluster
ARO:3002964	vanWB	vanWB, also known as vanW, is a vanW variant found in the vanB gene cluster
ARO:3002965	vanWG	vanWG is a vanW variant found in the vanG gene cluster
ARO:3002966	vanXYC	vanXYC is a vanXY variant found in the vanC gene cluster
ARO:3002967	vanXYE	vanXYE is a vanXY variant found in the vanE gene cluster
ARO:3002968	vanXYL	vanXYL is a vanXY variant found in the vanL gene cluster
ARO:3002969	vanXYN	vanXYN is a vanXY variant found in the vanN gene cluster
ARO:3002970	vanTC	vanTC is a vanT variant found in the vanC gene cluster
ARO:3002971	vanTE	vanTE is a vanT variant found in the vanE gene cluster
ARO:3002972	vanTG	vanTG is a vanT variant found in the vanG gene cluster
ARO:3002973	vanTmL	vanTmL is a vanT variant found in the vanL gene cluster. vanTmL codes for the membrane-binding domain of vanTL
ARO:3002974	vanTrL	vanTrL is a vanT variant found in the vanL gene cluster. vanTrL codes for the racemase component of vanT
ARO:3002975	vanTN	vanTN is a vanT variant found in the vanN gene cluster
ARO:3002976	gene(s) or protein(s) associated with a glycopeptide resistance cluster	Van genes encode for various proteins that are involved in conferring vancomycin and teicoplanin resistance.
ARO:3002978	D-Ala-D-Lac ligase	van ligases that synthesize D-Ala-D-Lac, an alternative peptidoglycan substrate that confers resistance to vancomycin
ARO:3002979	D-Ala-D-Ser ligase	van ligases that synthesize D-Ala-D-Ser, an alternative peptidoglycan substrate that confers resistance to vancomycin
ARO:3002980	aspergillomarasmine A	Aspergillomarasmine A, a fungal natural product, has been shown to inhibit the NDM-1 and VIM-2 enzymes, restoring of the activity of meropenem against carbapenem-resistant pathogens possessing either NDM-1 or VIM-2.
ARO:3002981	AmrAB-OprM	AmrAB is an RND efflux system that impairs aminoglycoside accumulation in clinical Burkholderia vietnamiensis strains
ARO:3002982	amrA	amrA is the efflux pump subunit of the AmrAB-OprM multidrug efflux complex. amrA corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.
ARO:3002983	amrB	amrB is the membrane fusion protein of the AmrAB-OprM multidrug efflux complex.
ARO:3002984	determinant of polymyxin resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to polymyxin antibiotics, i.e. colistin.
ARO:3002985	arnA	arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.
ARO:3002986	bacA	bacA is a gene that recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin
ARO:3002987	bcrA	bcrA is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance
ARO:3002988	bcrB	bcrB is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance
ARO:3002992	AQU beta-lactamase	AQU beta-lactamases are chromosomal class C beta-lactamases that confer resistance to cephalosporins.
ARO:3002993	AQU-1	AQU-1 is a chromosomal class C beta-lactamase found in clinical Aeromonas dhakensis isolates
ARO:3002994	ROB beta-lactamase	ROB beta-lactamases are a class A beta-lactamases.
ARO:3002995	ROB-1	ROB-1 is a beta-lactamase found in Pasteurella and Haemophilus
ARO:3002996	LCR beta-lactamase	LCR beta-lactamases are a class D beta-lactamase that hydrolyze a variety of penams and some cephalosporins.
ARO:3002997	LCR-1	LCR-1 is a class D beta-lactamase found in Pseudomonas aeruginosa
ARO:3002998	CblA beta-lactamase	CblA beta-lactamases are class A beta-lactamases that confer resistance to cephalosporins.
ARO:3002999	CblA-1	CblA-1 beta-lactamase is a class A beta-lactamase found in Bacteroides uniformis that is species-specific.
ARO:3003000	CfxA beta-lactamase	cfxA beta-lactamases are class A beta-lactamases
ARO:3003001	CfxA	cfxA beta-lactamase is a class A beta-lactamase found in Bacteroides vulgatus
ARO:3003002	CfxA2	cfxA2 beta-lactamase is a class A beta-lactamase found in Prevotella intermedia
ARO:3003003	CfxA3	cfxA3 beta-lactamase is a class A beta-lactamase found in Capnocytophaga ochracea
ARO:3003005	CfxA4	cfxA4 beta-lactamase is a class A beta-lactamase found in Bacteroides fragilis
ARO:3003006	blt	blt is an MFS efflux pump that confers resistance to multiple drugs such as rhodamine and acridine dyes, and fluoroquinolone antibiotics
ARO:3003007	bmr	bmr is an MFS antibiotic efflux pump that confers resistance to multiple drugs including acridine dyes, fluoroquinolone antibiotics, chloramphenicol, and puromycin
ARO:3003008	CeoAB-OpcM	CeoAB is an RND efflux system that confers multidrug resistance in Burkholderia cenocepacia
ARO:3003009	ceoA	ceoA is a periplasmic linker subunit of the CeoAB-OpcM efflux pump
ARO:3003010	ceoB	ceoB is a cytoplasmic membrane component of the CeoAB-OpcM efflux pump
ARO:3003011	dfrA10	dfrA10 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae
ARO:3003012	dfrA13	dfrA13 is an integron-encoded dihydrofolate reductase found in Escherichia coli
ARO:3003013	dfrA15	dfrA15 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae
ARO:3003014	dfrA16	dfrA16 is an integron-encoded dihydrofolate reductase found in Salmonella enterica
ARO:3003015	dfrA19	dfrA19 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae
ARO:3003016	dfrA20	dfrA20 is a plasmid-encoded dihydrofolate reductase found in Pasteurella multocida
ARO:3003017	dfrA21	dfrA21 is an integron-encoded dihydrofolate reductase found in Salmonella enterica
ARO:3003018	dfrA22	dfrA22 is an integron-encoded dihydrofolate reductase found in Salmonella enterica
ARO:3003019	dfrA23	dfrA23 is an integron-encoded dihydrofolate reductase found in Salmonella enterica
ARO:3003020	dfrA25	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona
ARO:3003021	dfrB2	dfrB2 is an integron-encoded dihydrofolate reductase found in an uncultured bacterium from a wastewater treatment plant
ARO:3003022	dfrB3	dfrB3 is an integron-encoded dihydrofolate reductase found in Klebsiella oxytoca
ARO:3003023	dfrB6	dfrB6 is an integron-encoded dihydrofolate reductase found in Salmonella enterica
ARO:3003024	determinant of fusidic acid resistance	Enzymes, other proteins and other gene products shown clinically to confer resistance to fusidic acid.
ARO:3003025	fusidic acid inactivation enzyme	Enzymes that confer resistance to fusidic acid by inactivation
ARO:3003026	fusH	fusH is a highly specific fusidic acid esterase found in Streptomyces lividans
ARO:3003027	lmrAB Operon	lmrAB operon is involved in lincosamide resistance in Bacillus subtilis
ARO:3003028	lmrA	lmrA is the repressor to the lmrAB operon in Bacillus subtilis. lmrA mutations result in lincomycin resistance.
ARO:3003029	MexVW-OprM	MexVW-OprM is a multidrug efflux protein expressed in Pseudomonas aeruginosa. MexV is the membrane fusion protein; MexW is the RND-type membrane protein; and OprM is the outer membrane channel. MexVW-OprM is associated with resistance to fluoroquinolones, tetracycline, chloramphenicol, erythromycin and acriflavine.
ARO:3003030	MexV	MexV is the membrane fusion protein of the MexVW-OprM multidrug efflux complex.
ARO:3003031	MexW	MexW is the RND-type membrane protein of the efflux complex MexVW-OprM.
ARO:3003032	MexXY-OprM	MexXY-OprM is a multidrug efflux protein expressed in Pseudomonas aeruginosa. MexY is the membrane fusion protein; MexX is the RND-type membrane protein; and OprM is the outer membrane channel. MexXY-OprM is associated with resistance to acriflavine, erythromycin, norfloxacin and ofloxacin. The efflux system may also be involved in acquisition of higher resistance, in particular when bacteria are repeatedly exposed to subinhibitory doses of AGs.
ARO:3003033	mexY	MexY is the RND-type membrane protein of the efflux complex MexXY-OprM.
ARO:3003034	mexX	MexX is the membrane fusion protein of the MexXY-OprM multidrug efflux complex.
ARO:3003035	mfpA	mfpA is a qnr homolog and a pentapeptide repeat protein that confers resistance to fluoroquinolones in Mycobacterium smegmatis
ARO:3003036	oleB	oleB is an ABC transporter in Streptomyces antibioticus and is involved in oleandomycin secretion
ARO:3003037	opcM	OpcM is an outer membrane factor protein found in Burkholderia cepacia. It is part of the CeoAB-OpcM complex.
ARO:3003038	MexXY-OprA	MexXY-OprA is a multidrug efflux protein expressed in Pseudomonas aeruginosa. MexY is the membrane fusion protein; MexX is the RND-type membrane protein; and OprA is the outer membrane channel. MexXY-OprA is associated with resistance to aminoglycosides
ARO:3003039	OprA	OprA is an outer membrane factor protein found in Pseudomonas aeruginosa. It is part of the MexXY-OprA complex.
ARO:3003040	beta-lactam resistant penicillin-binding proteins	Pencillin-binding proteins are transpeptidase proteins essential for cell wall synthesis. PBPs bind to penicillin antibiotics, which inactivates the enzyme and therefore disrupts cell wall synthesis. Multiple mechanisms and determinants are implicated in antibiotic resistant PBP.
ARO:3003041	Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin	PBP1a is a penicillin-binding protein found in Streptococcus pneumoniae
ARO:3003042	Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin	PBP2b is a penicillin-binding protein found in Streptococcus pneumoniae
ARO:3003043	Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin	PBP2x is a penicillin-binding protein found in Streptococcus pneumoniae
ARO:3003046	qacA	qacA is a subunit of the qac multidrug efflux pump
ARO:3003047	qacB	qacB is a subunit of the qac multidrug efflux pump
ARO:3003048	rosA	rosA is part of an efflux pump/potassium antiporter system (RosAB) in Yersinia that confers resistance to cationic antimicrobial peptides such as polymyxin B.
ARO:3003049	rosB	rosB is part of an efflux pump/potassium antiporter system (RosAB) in Yersinia that confers resistance to cationic antimicrobial peptides such as polymyxin B.
ARO:3003050	SmeABC	SmeABC is a multidrug resistance efflux pump that confers resistance to aminoglycosides, beta-lactams, and fluoroquinolones in Stenotrophomonas maltophilia
ARO:3003051	smeA	smeA is the membrane fusion protein of the smeABC multidrug efflux complex in Stenotrophomonas maltophilia
ARO:3003052	smeB	smeB is the inner membrane multidrug exporter of the efflux complex smeABC in Stenotrophomonas maltophilia
ARO:3003053	smeC	smeC is an outer membrane multidrug efflux protein of the smeABC complex in Stenotrophomonas maltophilia
ARO:3003054	SmeDEF	SmeDEF is a multidrug resistance efflux pump that confers resistance to quinolones, tetracyclines, macrolides, chloramphenicol, and novobiocin in Stenotrophomonas maltophilia
ARO:3003055	smeD	smeD is the membrane fusion protein of the smeDEF multidrug efflux complex in Stenotrophomonas maltophilia
ARO:3003056	smeE	smeE is the RND protein of the efflux complex smeDEF in Stenotrophomonas maltophilia
ARO:3003057	smeF	smeF is an outer membrane multidrug efflux protein of the smeDEF complex in Stenotrophomonas maltophilia
ARO:3003059	tmrB	tmrB is an ATP-binding tunicamycin resistance protein found in Bacillus subtilis
ARO:3003060	tsnR	tsnR is a 23S ribosomal RNA methyltransferase that methylates adenosine-1067 to confer resistance to thiostrepton
ARO:3003061	vph	vph is a phosphotransferase that confers resistance to viomycin in Streptomyces vinaceus
ARO:3003062	ykkCD	ykkCD is a multidrug efflux pump with two SMR-type protein subunits that confers resistance to cationic drugs, chloramphenicol, streptomycin and tetracycline.
ARO:3003063	ykkC	ykkC is an SMR-type protein that is a subunit of the ykkCD efflux pump
ARO:3003064	ykkD	ykkD is an SMR-type protein that is a subunit of the ykkCD efflux pump
ARO:3003065	non-erm 23S ribosomal RNA methyltransferase (A1067)	Non-erm 23S ribosomal RNA methyltransferases modify adenosine 1067 to confer resistance to peptide antibiotics
ARO:3003066	smeR	smeR is the responder component of a two component signal transduction system that includes smeS
ARO:3003067	smeS	smeS is the protein kinase sensor component of a two component signal transduction system that includes smeR
ARO:3003068	smeRS	smeRS is a two component regulatory system for smeABC where smeR is a response regulator, while smeS is a sensor kinase.
